Título,URL_Foto,Precio_de_Venta,Área_construida,Habitaciones,Baños
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-4-habitaciones-5-banos/130-1370,$1.200.000.000,333 m²,4,5
"Casa en Venta, Paraíso, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-solaire-3-habitaciones-3-banos-1-garajes/9851-11459,$510.000.000,165 m²,3,3
"Apartamento en Venta, VILLA CAROLINA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villacarolina-3-habitaciones-2-banos-1-garajes/2171-13451M1,$320.000.000,83 m²,3,2
"Apartamento en Venta, LA CASTELLANA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ub.-altos-de-parque-1-habitaciones-1-banos-1-garajes/2171-13534M1,$360.000.000,62 m²,1,1
"Apartamento en Venta, VILLA SANTOS, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-2-habitaciones-2-banos-1-garajes/2171-13586,$320.000.000,102 m²,2,2
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-riomar-3-habitaciones-4-banos-2-garajes/2969-1523,$1.741.649.000,332 m²,3,4
"Casa en Venta y Arriendo, Buena Esperanza, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-la-buena-esperanza-3-habitaciones-3-banos/2398-18741,$270.000.000,200 m²,3,3
"Apartamento en Venta, SAN VICENTE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-la-campina-2-habitaciones-3-banos-2-garajes/2398-19250,$300.000.000,84 m²,2,3
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-5-banos-2-garajes/130-1776,$630.000.000,226 m²,3,5
"Apartamento en Venta, EL COUNTRY, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-country-3-habitaciones-3-banos-2-garajes/147-I1918211,$420.000.000,120 m²,3,3
"Apartamento en Venta, Bellavista, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-san-francisco-3-habitaciones-2-banos-1-garajes/671-73194,$359.242.670,88 m²,3,2
"Apartamento en Venta y Arriendo, El Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-prado-3-habitaciones-2-banos-1-garajes/130-1777,$390.000.000,184 m²,3,2
"Casa en Venta, Andalucía, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-andalucia-5-habitaciones-5-banos-2-garajes/130-1972,$1.200.000.000,489 m²,5,5
"Apartamento en Venta, ALTOS DE RIOMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-limon-4-habitaciones-5-banos-2-garajes/9877-M2604552,$800.000.000,354 m²,4,5
"Casa en Venta, La Concepción, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-la-concepcion-3-habitaciones-2-banos-1-garajes/9851-12897,$289.000.000,92 m²,3,2
"Apartamento en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ub.-altos-de-parque-3-habitaciones-3-banos-2-garajes/9851-13852,$560.000.000,118 m²,3,3
"Apartamento en Venta, VILLA SANTOS, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-2-habitaciones-3-banos/11295-M2619687,$321.100.000,86 m²,2,3
"Casa en Venta, El tabor, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-el-tabor-4-habitaciones-3-banos-1-garajes/11295-M2619728,$650.210.000,266 m²,4,3
"Apartamento en Venta, Villa Campestre, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-campestre-3-habitaciones-2-banos-1-garajes/9851-101151,$210.000.000,67 m²,3,2
"Apartamento en Venta, Villa Campestre, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-zona-franca-industrial-3-habitaciones-3-banos-1-garajes/2969-4054,$380.000.000,99 m²,3,3
"Apartamento en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-5-banos-2-garajes/2969-4189,$380.000.000,200 m²,3,5
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-4-banos/2969-4192,$890.000.000,200 m²,3,4
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-4-habitaciones-5-banos-3-garajes/2969-3865,$2.400.000.000,441 m²,4,5
"Apartamento en Venta, ALTO PRADO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-2-habitaciones-2-banos-1-garajes/411-M2485417,$330.000.000,67 m²,2,2
"Apartamento en Venta, ALTAMIRA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-poblado-3-habitaciones-4-banos-1-garajes/2162-M2693216,$580.000.000,159 m²,3,4
"Apartamento en Venta, Villa Santos, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-3-habitaciones-2-banos-2-garajes/2230-6711,$350.000.000,123 m²,3,2
"Apartamento en Venta, Ciudad Jardín, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ciudad-jardin-3-habitaciones-3-banos-2-garajes/2230-6909,$450.000.000,121 m²,3,3
"Apartamento en Venta, BUENAVISTA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-limon-3-habitaciones-2-banos-1-garajes/2230-6558,$535.000.000,142 m²,3,2
"Apartamento en Venta y Arriendo, VILLA SANTOS, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-1-habitaciones-2-banos-1-garajes/710-2996803,$150.000.000,40 m²,1,2
"Apartamento en Venta, Altos del Limón, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-limon-3-habitaciones-4-banos-2-garajes/2230-6556,$675.000.000,135 m²,3,4
"Apartamento en Venta, Las Estrellas, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-pastoral-social-3-habitaciones-2-banos/130-2897,$150.000.000,99 m²,3,2
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-5-banos-2-garajes/130-900,$570.000.000,207 m²,3,5
"Casa en Venta, El Poblado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-el-tabor-3-habitaciones-5-banos-3-garajes/130-2780,$1.200.000.000,233 m²,3,5
"Casa en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-altos-de-riomar-3-habitaciones-4-banos-2-garajes/9851-13251,$490.000.000,176 m²,3,4
"Apartamento en Venta, UB. ALTOS DE PARQUE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ub.-altos-de-parque-3-habitaciones-5-banos-2-garajes/10338-2796578,$920.000.000,187 m²,3,5
"Apartamento en Venta, ALTOS DE BUENAVISTA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ub.-altos-de-parque-4-habitaciones-5-banos-2-garajes/9877-M2711543,$940.000.000,258 m²,4,5
"Apartamento en Venta, ALTOS DE BUENAVISTA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-buenavista-4-habitaciones-3-banos/11295-M2619694,$496.000.000,145 m²,4,3
"Apartamento en Venta, Villa santos, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-3-habitaciones-3-banos-2-garajes/11325-2025583,$420.000.000,109 m²,3,3
"Casa en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-altos-del-prado-3-habitaciones-2-banos-2-garajes/9851-13254,$850.000.000,413 m²,3,2
"Apartamento en Venta, Alto prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-alto-prado-2-habitaciones-2-banos/11295-M2619697,$543.006.000,90 m²,2,2
"Apartamento en Venta, Villa Santos, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-4-habitaciones-5-banos-2-garajes/11295-M2619730,$655.000.000,192 m²,4,5
"Apartamento en Venta, CIUDAD JARDIN, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ciudad-jardin-4-habitaciones-4-banos/11295-M2619688,$350.000.000,121 m²,4,4
"Apartamento en Venta, Villa Country, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-country-3-habitaciones-4-banos-1-garajes/130-886,$600.000.000,284 m²,3,4
"Apartamento en Venta, Los Alpes, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-nuevo-horizonte-2-habitaciones-3-banos-1-garajes/2969-4188,$340.000.000,84 m²,2,3
"Casa en Venta, Los Alpes, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-los-alpes-5-habitaciones-4-banos-2-garajes/2969-4191,$690.000.000,390 m²,5,4
"Apartamento en Venta, Altos del Prado (Norte), Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-4-banos-2-garajes/2398-21695,$750.000.000,280 m²,3,4
"Apartamento en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-limon-3-habitaciones-5-banos-2-garajes/2398-21210,$890.000.000,233 m²,3,5
"Casa en Venta y Arriendo, El Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-el-prado-5-habitaciones-5-banos-2-garajes/2398-22259,$1.200.000.000,328 m²,5,5
"Apartamento en Venta, Altos del Limón, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-limon-3-habitaciones-2-banos-1-garajes/2398-22221,$299.000.000,105 m²,3,2
"Apartamento en Venta, PRADO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-boston-3-habitaciones-2-banos-1-garajes/671-79685,$320.000.000,83 m²,3,2
"Casa en Venta, OLAYA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-olaya-3-habitaciones-2-banos-2-garajes/671-79683,$400.000.000,130 m²,3,2
"Apartamento en Venta, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-3-habitaciones-2-banos-1-garajes/10926-2892387,$135.000.000,57 m²,3,2
"Apartamento en Venta, Villa santos, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-2-habitaciones-2-banos-2-garajes/11295-M2619677,$257.207.000,70 m²,2,2
"Apartamento en Venta y Arriendo, UB. ALTOS DE PARQUE, Barra…",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ub.-altos-de-parque-3-habitaciones-3-banos-2-garajes/10338-2796867,$500.000.000,111 m²,3,3
"Casa en Venta, Ciudad Jardín, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-campo-alegre-4-habitaciones-3-banos-3-garajes/11325-2696190,$795.000.000,310 m²,4,3
"Apartamento en Venta y Arriendo, Paraíso, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-batallon-infanteria-3-habitaciones-2-banos-1-garajes/2398-22596,$300.000.000,60 m²,3,2
"Apartamento en Venta, Altos del Limón, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-limon-3-habitaciones-5-banos-2-garajes/2361-94705,$580.000.000,170 m²,3,5
"Apartamento en Venta, LOS ANDES - Suroccidente, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ciudadela-de-la-salud-2-habitaciones-2-banos/MC2840791,$165.000.000,50 m²,2,2
"Apartamento en Venta, ALTO DE RIOMAR - Noroccidente, Barra…",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-2-banos-2-garajes/MC2840531,$320.000.000,112 m²,3,2
"Apartamento en Venta y Arriendo, ALTO PRADO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-san-vicente-3-habitaciones-2-banos-1-garajes/9889-M2840545,$300.000.000,81 m²,3,2
"Apartamento en Venta y Arriendo, ALTOS DE RIOMAR, Barranqui…",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-2-banos-2-garajes/9889-M2840517,$465.000.000,119 m²,3,2
"Apartamento en Venta, VILLA CAROLINA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-urbanizacion-san-marino-3-habitaciones-3-banos-1-garajes/710-M2840323,$330.000.000,95 m²,3,3
"Apartamento en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-4-habitaciones-5-banos-4-garajes/2969-2635,$1.700.000.000,299 m²,4,5
"Casa en Venta, Villa Campestre, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-urbanizacion-los-corales-3-habitaciones-3-banos-3-garajes/11325-3714771,$550.000.000,164 m²,3,3
"Apartamento en Venta, Altos del Limon, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-limon-2-habitaciones-2-banos-1-garajes/175-10746609,$350.000.000,83 m²,2,2
"Apartamento en Venta, altos de riomar , Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-4-banos-2-garajes/MC2840305,$470.000.000,153 m²,3,4
"Apartamento en Venta y Arriendo, Villa Campestre, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-campestre-3-habitaciones-2-banos-1-garajes/9851-12360,$250.000.000,58 m²,3,2
"Casa en Venta, EL POBLADO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-el-poblado-3-habitaciones-3-banos-1-garajes/387-M2840303,$1.500.000.000,542 m²,3,3
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-riomar-3-habitaciones-4-banos-2-garajes/2969-2086,$1.100.000.000,235 m²,3,4
"Apartamento en Venta y Arriendo, Alameda del Rio, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-alameda-del-rio-2-habitaciones-2-banos-1-garajes/2398-22685,$158.000.000,60 m²,2,2
"Apartamento en Venta, Villa del Este, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-del-este-3-habitaciones-2-banos-2-garajes/9947-11908370,$369.000,117 m²,3,2
"Apartamento en Venta y Arriendo, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-3-banos-2-garajes/12287-177,$600.000.000,125 m²,3,3
"Apartamento en Venta y Arriendo, El Porvenir, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-porvenir-3-habitaciones-3-banos-1-garajes/9851-11198,$320.000.000,125 m²,3,3
"Apartamento en Venta, ALTOS DEL PARQUE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ub.-altos-de-parque-3-habitaciones-4-banos-2-garajes/2592-M2536311,$950.000.000,173 m²,3,4
"Apartamento en Venta, EL GOLF, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-golf-3-habitaciones-3-banos-2-garajes/2171-15365M1,$530.000.000,172 m²,3,3
"Apartamento en Venta, EL GOLF, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-golf-4-habitaciones-4-banos-3-garajes/2171-13104M2,$1.850.000.000,386 m²,4,4
"Casa en Venta, La Concepción, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-la-concepcion-4-habitaciones-4-banos/130-445,$500.000.000,350 m²,4,4
"Apartamento en Venta, ALTOS DE RIOMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-4-banos-2-garajes/130-1489,$580.250.000,137 m²,3,4
"Apartamento en Venta, EL TABOR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-tabor-3-habitaciones-2-banos-1-garajes/7515-781212,$310.000.000,0 m²,3,2
"Apartamento en Venta, Villa Santos, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-3-habitaciones-3-banos-1-garajes/130-2129,$380.000.000,94 m²,3,3
"Lote o Casalote en Venta, Las Flores, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-lote-o-casalote-barranquilla-las-flores/671-72518,$425.000.000,0 m²,,
"Apartamento en Venta, BOSTON, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-boston-2-habitaciones-1-banos-1-garajes/671-70336,$200.000.000,73 m²,2,1
"Apartamento en Venta, Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-4-banos-3-garajes/671-68101,$770.000.000,235 m²,3,4
"Apartamento en Venta y Arriendo, Villa del Este, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-del-este-3-habitaciones-2-banos-1-garajes/671-75189,$633.000.000,163 m²,3,2
"Lote o Casalote en Venta, Villa Santos, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-lote-o-casalote-barranquilla-villa-santos/671-76583,$700.000.000,450 m²,,
"Apartamento en Venta, MIRAMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-tabor-3-habitaciones-2-banos-1-garajes/671-75689,$230.000.000,70 m²,3,2
"Apartamento en Venta, LAS PALMAS, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-las-palmas-3-habitaciones-2-banos-1-garajes/671-80923,$175.000.000,90 m²,3,2
"Casa en Venta, ALTOS DE RIOMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-altos-de-riomar-3-habitaciones-3-banos-2-garajes/671-74364,$650.000.000,181 m²,3,3
"Apartamento en Venta, ALTOS DE RIOMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-4-banos-2-garajes/671-79019,$440.000.000,157 m²,3,4
"Lote o Casalote en Venta, Las Flores, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-lote-o-casalote-barranquilla-las-flores/671-72519,$850.000.000,0 m²,,
"Apartamento en Venta y Arriendo, SILENCIO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-silencio-3-habitaciones-2-banos/671-76863,$140.000.000,70 m²,3,2
"Apartamento en Venta y Arriendo, VILLA COUNTRY, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-country-3-habitaciones-4-banos/130-960,$650.000.000,275 m²,3,4
"Apartamento en Venta, Montes, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-atlantico-2-habitaciones-1-banos/130-384,$110.000.000,68 m²,2,1
"Apartamento en Venta y Arriendo, VILLA DEL ESTE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-del-este-2-habitaciones-2-banos-2-garajes/130-23,$550.000.000,160 m²,2,2
